date,query,num,base,fname,type,title,text,url,sub_rank,paid_by
10/28/2020,prop 17 explained,17,explained,prop 17 explained.html,general,Proposition 17 [Ballot] - Legislative Analyst's Office,"Summary of Legislative Analyst's Estimate of Net State and Local Government Fiscal Impact. Increased annual county costs, likely in the hundreds of thousands of ...",https://lao.ca.gov/BallotAnalysis/Proposition?number=17&year=2020,6,
10/28/2020,prop 17 explained,17,explained,prop 17 explained.html,general,Proposition 17 explained - Action News Now,"Oct 16, 2020 — Currently, convicted felons in California can have their voting rights restored -- but only after their sentence and parole are complete. Prop 17 ...",https://www.actionnewsnow.com/content/news/Proposition-17-explained-572772871.html,7,
10/28/2020,prop 17 how to vote,17,how to vote,prop 17 how to vote.html,general,California Proposition 17: Allow parolees to vote | CalMatters,What would Proposition 17 do? Allow people on parole in California to vote. The prop also would allow parolees to run for office if they're registered to vote and ...,https://calmatters.org/election-2020-guide/proposition-17-parole-vote/,0,
10/28/2020,prop 17 how to vote,17,how to vote,prop 17 how to vote.html,general,"California Proposition 17, Voting Rights Restoration for ...",What is Proposition 17? See also: Changes to the California Constitution. Proposition 17 is a constitutional amendment that would allow people on parole for ...‎Support · ‎Campaign finance · ‎Media editorials · ‎Background,"https://ballotpedia.org/California_Proposition_17,_Voting_Rights_Restoration_for_Persons_on_Parole_Amendment_(2020)",1,
10/28/2020,prop 17 how to vote,17,how to vote,prop 17 how to vote.html,general,Proposition 17 | Official Voter Information Guide | California ...,"WHAT YOUR VOTE MEANS. YES A YES vote on this measure means: People on state parole who are U.S. citizens, residents of California, and at least 18 years ...‎Arguments and Rebuttals · ‎Analysis · ‎Proposition 18 · ‎Official Title and Summary",https://voterguide.sos.ca.gov/propositions/17/,2,
10/28/2020,prop 17 how to vote,17,how to vote,prop 17 how to vote.html,general,Prop. 17: Voters to decide if parolees can vote in California ...,"Oct 20, 2020 — California voters are deciding in the November election whether to approve Proposition 17, which would allow people convicted of felonies ...",https://www.latimes.com/california/story/2020-10-20/proposition-17-parole-felonies-vote-california,3,
10/28/2020,prop 17 how to vote,17,how to vote,prop 17 how to vote.html,general,"Prop 17, pros and cons: CA's parolee voting rights prop ...","Oct 13, 2020 — CALIFORNIA, USA — Proposition 17 would allow convicted felons to more quickly restore their rights to vote in elections by legalizing voting for ...",https://www.abc10.com/article/news/local/california/prop-17-2020-election/103-31a09c8d-35ce-43bc-8eb1-4b9e236a658e,4,
10/28/2020,prop 17 how to vote,17,how to vote,prop 17 how to vote.html,general,Prop 17: Voting Rights for People on Parole | CAVotes.org,Prop 17 amends the California Constitution to restore voting rights to persons who have been disqualified from voting while serving a prison term as soon as ...,https://cavotes.org/vote/elections/ballot-measures/prop-17-voting-rights-people-parole,5,
10/28/2020,prop 17 how to vote,17,how to vote,prop 17 how to vote.html,general,Your Guide To The Ballot Propositions In California's General ...,3 days ago — Proposition 17: Voting rights for felons on parole. Proposition 18: Allow some 17-year-olds to vote in primaries. Proposition 19: Property tax ...,https://laist.com/elections/2020/props/your-guide-to-the-california-ballot-propositions-in-the-november-2020-election.php,6,
10/28/2020,prop 17 how to vote,17,how to vote,prop 17 how to vote.html,general,People Involved in the Justice System Regain Voting Rights ...,"30 mins ago — If passed, Proposition 17 would give voting rights to nearly 50,000 Californians who are currently unable to vote because they are on parole.",https://www.unitedwayla.org/en/news-resources/blog/people-involved-justice-system-regain-voting-rights-proposition-17/,7,
10/28/2020,prop 17 how to vote,17,how to vote,prop 17 how to vote.html,general,California Proposition 17: Allow former prisoners on parole the ...,"5 days ago — Prop 17 would allow people on parole in California to have the right to vote, amending California's constitution to restore voting rights to ...",https://krcrtv.com/news/local/california-proposition-17-allow-former-prisoners-on-parole-the-right-to-vote,8,
10/28/2020,prop 17 yes or no,17,yes or no,prop 17 yes or no.html,general,Proposition 17 | Official Voter Information Guide | California ...,"YES A YES vote on this measure means: People on state parole who are U.S. citizens, ... Yes on Prop. 17. CON Vote NO on Proposition 17 because it: • Amends ...‎Arguments and Rebuttals · ‎Proposition 18 · ‎Analysis · ‎Official Title and Summary",https://voterguide.sos.ca.gov/propositions/17/,0,
10/28/2020,prop 17 yes or no,17,yes or no,prop 17 yes or no.html,general,"California Proposition 17, Voting Rights Restoration for ...","A ""no"" vote opposes this constitutional amendment, thereby continuing to prohibit ... Free the Vote CA, also known as Yes on Prop 17, is leading the campaign in ...‎Opposition · ‎Campaign finance · ‎Media editorials · ‎Background","https://ballotpedia.org/California_Proposition_17,_Voting_Rights_Restoration_for_Persons_on_Parole_Amendment_(2020)",1,
10/28/2020,prop 17 yes or no,17,yes or no,prop 17 yes or no.html,general,Prop. 17: Voters to decide if parolees can vote in California ...,"Oct 20, 2020 — Proposition 17 would allow them to regain their right to vote. ... complete the three years and they are good citizens we have no problem with it.",https://www.latimes.com/california/story/2020-10-20/proposition-17-parole-felonies-vote-california,2,
10/28/2020,prop 17 yes or no,17,yes or no,prop 17 yes or no.html,general,Proposition 17: Should People Be Able to Vote While on ...,"Oct 6, 2020 — Prop 17 would restore voting rights for Californians on parole for a felony. ... They said, no voting is not a fundamental right for citizens who are convicted ... They say that California's made a lot of shifts in recent years to move ...",https://www.kqed.org/news/11841121/proposition-17-should-people-be-able-to-vote-while-on-parole-transcript,3,
10/28/2020,prop 17 yes or no,17,yes or no,prop 17 yes or no.html,general,"Prop 17, pros and cons: CA's parolee voting rights prop ...","Oct 13, 2020 — What does a YES vote on Prop 17 mean? A ""Yes"" vote allows California felons to get their voting rights back more quickly. What does a NO vote ...",https://www.abc10.com/article/news/local/california/prop-17-2020-election/103-31a09c8d-35ce-43bc-8eb1-4b9e236a658e,4,
10/28/2020,prop 17 yes or no,17,yes or no,prop 17 yes or no.html,general,Editorial | Two measure on voting: Vote yes on Prop. 17; No ...,"Oct 18, 2020 — Proposition 18 would allow 17 year olds to vote in primary and special elections if they will be 18 and eligible by the next general election. Prop.",https://www.santacruzsentinel.com/editorial-two-measure-on-voting-vote-yes-on-prop-17-no-on-prop-18,5,
10/28/2020,prop 17 yes or no,17,yes or no,prop 17 yes or no.html,general,California Prop 17 explained: Voting rights for those on parole ...,"Oct 8, 2020 — Proposition 17 is on the ballot to amend the California constitution to ... to vote once they complete their sentences and are no longer on parole. ... A yes vote allows California felons to get their voting rights back more quickly.",https://www.cbs8.com/article/news/politics/elections/ca-prop-17-parolee-voting-rights/509-74931b6f-4648-4329-ad18-b74c848ddae9,6,
10/28/2020,prop 17 yes or no,17,yes or no,prop 17 yes or no.html,general,California Proposition 17: Allow parolees to vote | CalMatters,"Prop. 17 would let parolees vote and run for office under certain conditions. ... Vote Yes on Prop. 17. By San Francisco Chronicle Editorial Board September 8, 2020 ... No ticket needed: Stadiums welcome voters for November election.",https://calmatters.org/election-2020-guide/proposition-17-parole-vote/,7,
10/28/2020,prop 17 yes or no,17,yes or no,prop 17 yes or no.html,general,Prop It Up #3: Understanding Prop 17 - USC Annenberg Media,"Oct 20, 2020 — A 'yes' vote on Prop 17 would let people on state parole register to vote. A 'no' vote would result in no change to the rule barring those on ...",http://www.uscannenbergmedia.com/2020/10/20/whats-the-deal-with-proposition-17/,8,
10/28/2020,prop 17 yes or no,17,yes or no,prop 17 yes or no.html,general,Proposition 17: Voting Rights Restoration for Persons on ...,"Oct 20, 2020 — Vote YES on Prop 17 to restore voting rights to Californians on ... There are no contributions recorded for support or opposition to Prop 17.",https://progressivevotersguide.com/california/2020/general/proposition-17?language_content_entity=en,9,
10/28/2020,prop 17,17,prop,prop 17.html,knowledge,,"DescriptionDescriptionThe 2020 California Proposition 17 is a ballot measure that will appear on the ballot in the 2020 California elections, for November 3, 2020. If passed, Proposition 17 would amend the Constitution of California to allow people who are on parole to vote. WikipediaLocation: CaliforniaBallot year: 2020Ballot text: Restores Right to Vote After Completion of Prison Term. Legislative Constitutional Amendment. * Amends state constitution to restore voting rights to persons who have been disqualified from voting while serving a prison term as soon as they complete their prison term.Sources include: Ballotpedia",,0,
10/28/2020,prop 17,17,prop,prop 17.html,general,"California Proposition 17, Voting Rights Restoration for ...",What is Proposition 17? See also: Changes to the California Constitution. Proposition 17 is a constitutional amendment that would allow people on parole for ...‎Support · ‎Opposition · ‎Media editorials · ‎Background,"https://ballotpedia.org/California_Proposition_17,_Voting_Rights_Restoration_for_Persons_on_Parole_Amendment_(2020)",0,
10/28/2020,prop 17,17,prop,prop 17.html,general,Proposition 17 | Official Voter Information Guide | California ...,ARGUMENTS. PRO Prop. 17 restores a citizen's right to vote after they finish their prison term—aligning California with other states. A recent parole commission ...,https://voterguide.sos.ca.gov/propositions/17/,2,
10/28/2020,prop 17,17,prop,prop 17.html,general,Prop. 17: Voters to decide if parolees can vote in California ...,"California voters are deciding in the November election whether to approve Proposition 17, which would allow ...Oct 20, 2020 · Uploaded by Los Angeles Times",https://www.latimes.com/california/story/2020-10-20/proposition-17-parole-felonies-vote-california,3,
10/28/2020,prop 17,17,prop,prop 17.html,general,"Prop 17, pros and cons: CA's parolee voting rights prop ...","Oct 13, 2020 — CA Prop 17: Parolee voting rights. Proposition 17 is on the ballot to amend the California constitution to allow those out on parole the right to vote.",https://www.abc10.com/article/news/local/california/prop-17-2020-election/103-31a09c8d-35ce-43bc-8eb1-4b9e236a658e,4,
10/28/2020,prop 17,17,prop,prop 17.html,general,Proposition 17 and the History of Voting Rights for Formerly ...,"Oct 12, 2020 — Now, California voters are weighing whether to approve another change to voting rights for former prisoners. Proposition 17 on the November ...",https://www.kqed.org/news/11841345/proposition-17-and-the-history-of-voting-rights-for-formerly-incarcerated-californians,5,
10/28/2020,prop 17,17,prop,prop 17.html,general,Election 2020 California Proposition 17 | KQED,Voter Guide for California Elections 2020.,https://www.kqed.org/voterguide/proposition-17-parole-vote,6,
10/28/2020,prop 17,17,prop,prop 17.html,general,2020 California Proposition 17 - Wikipedia,"The 2020 California Proposition 17 is a ballot measure that will appear on the ballot in the 2020 California elections, for November 3, 2020. If passed ...",https://en.wikipedia.org/wiki/2020_California_Proposition_17,7,
10/28/2020,prop 18 explained,18,explained,prop 18 explained.html,general,California Proposition 18: 17-year-olds voting in primaries,"Proposition 18 would allow 17-year-olds to vote in primary and special elections if they will be 18 and ... California's (mostly) all-mail 2020 election, explained.",https://calmatters.org/election-2020-guide/proposition-18-primary-voting-17-year-olds/,0,
10/28/2020,prop 18 explained,18,explained,prop 18 explained.html,general,"Prop 18, pros and cons: Voting for some 17-year-olds, explained","Proposition 18 is an amendment to the constitution to allow a 17-year-old to vote in a primary election as long ...Oct 13, 2020",https://www.abc10.com/article/news/politics/prop-18-2020-election/103-37dd7146-f230-4d3f-b888-4d1cbe7ece90,1,
10/28/2020,prop 18 explained,18,explained,prop 18 explained.html,general,Proposition 18 | Official Voter Information Guide | California ...,LEGISLATIVE CONSTITUTIONAL AMENDMENT. SUMMARY. Put on the Ballot by the Legislature. Fiscal Impact: Increased statewide county costs likely between ...,https://voterguide.sos.ca.gov/propositions/18/,2,
10/28/2020,prop 18 explained,18,explained,prop 18 explained.html,general,Proposition 18 explained - Action News Now,"Oct 21, 2020 — CALIFORNIA – Of the 12 statewide propositions now being decided by California voters, Proposition 18 may be the simplest. Prop 18 says 17- ...",https://www.actionnewsnow.com/content/election-stories/Proposition-18-explained-572810481.html?ref=481,3,
10/28/2020,prop 18 explained,18,explained,prop 18 explained.html,general,"California Proposition 18, Primary Voting for 17-Year-Olds ...",Jump to Ballot summary — The ballot summary is as follows: ... individuals who are at least 18 years old on the date of an election to vote in that election.,"https://ballotpedia.org/California_Proposition_18,_Primary_Voting_for_17-Year-Olds_Amendment_(2020)",4,
10/28/2020,prop 18 explained,18,explained,prop 18 explained.html,general,California Prop. 18 explained: Measure would let some 17 ...,"Proposition 18 would get more young voters involved in the election process by allowing first-time voters to ...Sep 27, 2020",https://abc30.com/prop-18-california-2020-what-is-election/6613363/,5,
10/28/2020,prop 18 explained,18,explained,prop 18 explained.html,general,Your Guide To The Ballot Propositions In California's General ...,"3 days ago — Proposition 18: Allow some 17-year-olds to vote in primaries ... finding treatments and deeper understanding of diseases such as Alzheimer's, ...",https://laist.com/elections/2020/props/your-guide-to-the-california-ballot-propositions-in-the-november-2020-election.php,6,
10/28/2020,prop 18 explained,18,explained,prop 18 explained.html,general,2020 California Proposition 18 - Wikipedia,"The 2020 California Proposition 18 would allow 17-year-olds to vote in primary and special ... ""Commentary: Vote yes on Prop. 18 to engage, energize and ...",https://en.wikipedia.org/wiki/2020_California_Proposition_18,7,
10/28/2020,prop 18 how to vote,18,how to vote,prop 18 how to vote.html,general,California Proposition 18: 17-year-olds voting in primaries,"Proposition 18: Voting at age 17 · Currently, voters must be 18 to participate in any local, state or federal election. · Estimated cost: Between $200,000 and $1 million ...",https://calmatters.org/election-2020-guide/proposition-18-primary-voting-17-year-olds/,0,
10/28/2020,prop 18 how to vote,18,how to vote,prop 18 how to vote.html,general,"California Proposition 18, Primary Voting for 17-Year-Olds ...",Proposition 18 would allow 17-year-olds who will be 18 at the time of the next general election to vote in primary elections and special elections. Do other states ...‎Support · ‎Opposition · ‎Media editorials · ‎Background,"https://ballotpedia.org/California_Proposition_18,_Primary_Voting_for_17-Year-Olds_Amendment_(2020)",1,
10/28/2020,prop 18 how to vote,18,how to vote,prop 18 how to vote.html,general,Proposition 18 | Official Voter Information Guide | California ...,Official Voter Information Guide · PROP 18 · AMENDS CALIFORNIA CONSTITUTION TO PERMIT 17-YEAR-OLDS TO VOTE IN PRIMARY AND SPECIAL ...,https://voterguide.sos.ca.gov/propositions/18/,2,
10/28/2020,prop 18 how to vote,18,how to vote,prop 18 how to vote.html,general,Prop. 18 would allow some 17-year-old Californians to vote ...,"5 days ago — If approved by California voters, Proposition 18 would allow 17-year-olds to vote in primary and special elections if they turn 18 before the next ...",https://www.latimes.com/california/story/2020-10-23/proposition-18-would-allow-some-but-not-all-17-year-old-californians-to-vote,3,
10/28/2020,prop 18 how to vote,18,how to vote,prop 18 how to vote.html,general,Prop 18: Voting Rights for 17-Year-Olds | CAVotes.org,"Prop 18 would allow certain 17-year-old citizens to vote. If a person is 17 years old and will be 18 years old by the next general election, they will be able to vote ...",https://cavotes.org/vote/elections/ballot-measures/prop-18-voting-rights-17-year-olds,4,
10/28/2020,prop 18 how to vote,18,how to vote,prop 18 how to vote.html,general,Prop. 18 — Voting Rights for 17-Year-Olds - California ...,"The Proposal. Prop 18 would allow certain 17-year-old citizens to vote. If a person is 17 years old and will be ...Sep 9, 2020 · Uploaded by KCETOnline",https://votersedge.org/en/ca/ballot/election/2020-11-03/measure/proposition-18,5,
10/28/2020,prop 18 how to vote,18,how to vote,prop 18 how to vote.html,general,"Prop 18, pros and cons: Voting for some 17-year-olds ...","Proposition 18 is an amendment to the constitution to allow a 17-year-old to vote in a primary election as long ...Oct 13, 2020",https://www.abc10.com/article/news/politics/prop-18-2020-election/103-37dd7146-f230-4d3f-b888-4d1cbe7ece90,6,
10/28/2020,prop 18 how to vote,18,how to vote,prop 18 how to vote.html,general,Prop 18: Primary Voting for 17-Year-Olds Amendment - YES ...,"Oct 20, 2020 — Proposition 18 asks California voters to amend the Constitution of California to allow 17-year-olds to vote in the primary election if they will turn ...",https://progressivevotersguide.com/california/2020/general/proposition-18?language_content_entity=en,7,
10/28/2020,prop 18 yes or no,18,yes or no,prop 18 yes or no.html,general,"California Proposition 18, Primary Voting for 17-Year-Olds ...","A ""no"" vote opposes this constitutional amendment, thereby continuing to prohibit 17-year-olds who will be 18 at the time of the next general election to vote in ...‎Opposition · ‎Media editorials · ‎Background · ‎Path to the ballot","https://ballotpedia.org/California_Proposition_18,_Primary_Voting_for_17-Year-Olds_Amendment_(2020)",0,
10/28/2020,prop 18 yes or no,18,yes or no,prop 18 yes or no.html,general,Proposition 18 | Official Voter Information Guide | California ...,NO A NO vote on this measure means: No one younger than 18 years of age may vote in any election. ARGUMENTS. PRO Proposition 18 will allow first-time ...‎Arguments and Rebuttals · ‎Proposition 19 · ‎Analysis · ‎Official Title and Summary,https://voterguide.sos.ca.gov/propositions/18/,1,
10/28/2020,prop 18 yes or no,18,yes or no,prop 18 yes or no.html,general,Prop 18: Primary Voting for 17-Year-Olds Amendment - YES ...,"Oct 20, 2020 — Vote YES on Prop 18 to allow 17-year-olds to vote in the primary election if they will turn ... There is no prominent misinformation about Prop 18.",https://progressivevotersguide.com/california/2020/general/proposition-18?language_content_entity=en,2,
10/28/2020,prop 18 yes or no,18,yes or no,prop 18 yes or no.html,general,Prop. 18 would allow some 17-year-old Californians to vote ...,"5 days ago — Under current California law, residents must be 18 years old to vote in ... the 18 states that have passed it, you will see that there is no partisan ...",https://www.latimes.com/california/story/2020-10-23/proposition-18-would-allow-some-but-not-all-17-year-old-californians-to-vote,3,
10/28/2020,prop 18 yes or no,18,yes or no,prop 18 yes or no.html,general,California Proposition 18: 17-year-olds voting in primaries,"Proposition 18 would allow 17-year-olds to vote in primary and special elections ... and many have no real world experience with paying bills, renting or buying a ...",https://calmatters.org/election-2020-guide/proposition-18-primary-voting-17-year-olds/,4,
10/28/2020,prop 18 yes or no,18,yes or no,prop 18 yes or no.html,general,Prop. 18 — Voting Rights for 17-Year-Olds - California ...,"A NO vote on this measure means: No one younger than 18 years of age may vote in any election. Summary ...Sep 9, 2020 · Uploaded by KCETOnline",https://votersedge.org/en/ca/ballot/election/2020-11-03/measure/proposition-18,5,
10/28/2020,prop 18 yes or no,18,yes or no,prop 18 yes or no.html,general,"Prop 18, pros and cons: Voting for some 17-year-olds ...","California's Proposition 18 will be on the ballot for the 2020 election. The prop addresses ... A no vote keeps ...Oct 13, 2020",https://www.abc10.com/article/news/politics/prop-18-2020-election/103-37dd7146-f230-4d3f-b888-4d1cbe7ece90,6,
10/28/2020,prop 18 yes or no,18,yes or no,prop 18 yes or no.html,general,Proposition 18: Should 17-Year-Olds Be Eligible To Vote in ...,"Oct 7, 2020 — Proposition 18 would give voters who will be 18 by the general ... And they say that these 17-year-olds are not to be trusted in those votes.",https://www.kqed.org/news/11841211/proposition-18-should-17-year-olds-be-eligible-to-vote-in-primary-elections,8,
10/28/2020,prop 18 yes or no,18,yes or no,prop 18 yes or no.html,general,Vote 'yes' on Prop. 18 to fully enfranchise 18-year-olds,"Oct 6, 2020 — Prop. 18 is worth a “yes” vote on merit of its fairness alone. But there is also a case to be ... No matter how old you are, remember that Prop. 18 ...",https://www.dailycal.org/2020/10/06/vote-yes-on-prop-18-to-fully-enfranchise-18-year-olds/,9,
10/28/2020,prop 18,18,prop,prop 18.html,knowledge,,"DescriptionDescriptionThe 2020 California Proposition 18 would allow 17-year-olds to vote in primary and special elections if they will turn 18 by the subsequent general election. WikipediaLocation: CaliforniaBallot year: 2020Ballot text: Amends California Constitution to Permit 17‑Year‑Olds to Vote in Primary and Special Elections if They Will Turn 18 by the Next General Election and be Otherwise Eligible to Vote. Legislative Constitutional Amendment. * The California Constitution currently permits individuals who are at least 18 years old on the date of an election to vote in that election. * Amends constitution to permit 17‑year‑olds who will be at least 18 years old and otherwise eligible to vo... Amends California Constitution to Permit 17-Year-Olds to Vote in Primary and Special Elections if They Will Turn 18 by the Next General Election and be Otherwise Eligible to Vote. Legislative Constitutional Amendment.
* The California Constitution currently permits individuals who are at least 18 years old on the date of an election to vote in that election.

* Amends constitution to permit 17-year-olds who will be at least 18 years old and otherwise eligible to vote at the time of the next general election to vote in any primary or special election that occurs before the next general election.MoreLessSources include: Ballotpedia",,0,
10/28/2020,prop 18,18,prop,prop 18.html,general,Proposition 18 | Official Voter Information Guide | California ...,Official Voter Information Guide · PROP 18 · AMENDS CALIFORNIA CONSTITUTION TO PERMIT 17-YEAR-OLDS TO VOTE IN PRIMARY AND SPECIAL ...‎Arguments and Rebuttals · ‎Analysis · ‎Proposition 19 · ‎Official Title and Summary,https://voterguide.sos.ca.gov/propositions/18/,1,
10/28/2020,prop 18,18,prop,prop 18.html,general,California Proposition 18: 17-year-olds voting in primaries,Proposition 18 would allow 17-year-olds to vote in primary and special elections if they will be 18 and eligible by the next general election.,https://calmatters.org/election-2020-guide/proposition-18-primary-voting-17-year-olds/,2,
10/28/2020,prop 18,18,prop,prop 18.html,general,2020 California Proposition 18 - Wikipedia,The 2020 California Proposition 18 would allow 17-year-olds to vote in primary and special elections if they will turn 18 by the subsequent general election.,https://en.wikipedia.org/wiki/2020_California_Proposition_18,5,
10/28/2020,prop 18,18,prop,prop 18.html,general,Election 2020 California Proposition 18 | KQED,"Right now, the voting age in California is 18. If passed, this measure would allow 17-year-olds who will be 18 during the next general election to vote in primaries ...",https://www.kqed.org/voterguide/proposition-18-voting-17-year-olds,6,
10/28/2020,prop 19 explained,19,explained,prop 19 explained.html,general,California Proposition 19: Property tax break for older ...,"Proposition 19 would allow homeowners 55 or older to carry their property tax ... so according to a nonpartisan analysis, it would have cost local governments ...",https://calmatters.org/election-2020-guide/proposition-19-property-tax-break/,0,
10/28/2020,prop 19 explained,19,explained,prop 19 explained.html,general,"California Proposition 19, Property Tax Transfers, Exemptions ...","Jump to Ballot summary — The ballot summary is as follows: “. Permits homeowners who are over 55, severely disabled, or whose homes were destroyed ...‎Overview · ‎Text of measure · ‎Support · ‎Opposition","https://ballotpedia.org/California_Proposition_19,_Property_Tax_Transfers,_Exemptions,_and_Revenue_for_Wildfire_Agencies_and_Counties_Amendment_(2020)",1,
10/28/2020,prop 19 explained,19,explained,prop 19 explained.html,general,Who wins and who loses with property tax measure Prop. 19 ...,"Oct 19, 2020 — Proposition 19 would eliminate this property tax break for investment homes and commercial properties, meaning that heirs who inherit their ...",https://www.latimes.com/homeless-housing/story/2020-10-19/proposition-19-property-tax-ballot-measure-explained-california,2,
10/28/2020,prop 19 explained,19,explained,prop 19 explained.html,general,California Prop. 19 explained: Measure would change several ...,"Sep 29, 2020 — Under Prop. 19, a child would have to live in the inherited home as their primary residence or they lose the big tax break. Proponents say this ...",https://abc7.com/prop-19-california-2020-ca-what-is/6649355/,3,
10/28/2020,prop 19 explained,19,explained,prop 19 explained.html,general,California Prop 19 explained: Property tax changes for seniors ...,"Proposition 19 will benefit seniors, the disabled, and victims of wildfires keep a lower tax base while increasing ...Oct 13, 2020",https://www.cbs8.com/article/news/politics/elections/ca-prop-19-property-tax/509-a57ba18b-72fe-4715-83e8-c9dcf44c57e8,4,
10/28/2020,prop 19 explained,19,explained,prop 19 explained.html,general,Proposition 19 | Official Voter Information Guide | California ...,CHANGES CERTAIN PROPERTY TAX RULES. LEGISLATIVE CONSTITUTIONAL AMENDMENT. SUMMARY. Put on the Ballot by the Legislature. Allows ...,https://voterguide.sos.ca.gov/propositions/19/,5,
10/28/2020,prop 19 explained,19,explained,prop 19 explained.html,general,Proposition 19 explained - Action News Now,20 hours ago — Californians are deciding 12 state-wide ballot measures this election. Proposition 19 would bring good news to seniors who want to downsize ...,https://www.actionnewsnow.com/content/election-stories/Proposition-19-explained-572890081.html,6,
10/28/2020,prop 19 explained,19,explained,prop 19 explained.html,general,California Ballot Initiative Analysis: Proposition 19 (2020 ...,"Sep 29, 2020 — California's Proposition 19 would make various changes to rules that allow Californians who are disabled or older than age 55 to transfer below- ...",https://reason.org/voters-guide/california-ballot-initiative-analysis-proposition-19-2020/,7,
10/28/2020,prop 19 how to vote,19,how to vote,prop 19 how to vote.html,general,Proposition 19 | Official Voter Information Guide | California ...,YES A YES vote on this measure means: All homeowners who are over 55 (or who meet other qualifications) would be eligible for property tax savings when they ...‎Arguments and Rebuttals · ‎Official Title and Summary · ‎Proposition 20 · ‎Analysis,https://voterguide.sos.ca.gov/propositions/19/,0,
10/28/2020,prop 19 how to vote,19,how to vote,prop 19 how to vote.html,general,"California Proposition 19, Property Tax Transfers, Exemptions ...","California Proposition 19, the Property Tax Transfers, Exemptions, and Revenue ... A ""no"" vote opposes this constitutional amendment, therefore continuing to:.‎Overview · ‎Text of measure · ‎Support · ‎Opposition","https://ballotpedia.org/California_Proposition_19,_Property_Tax_Transfers,_Exemptions,_and_Revenue_for_Wildfire_Agencies_and_Counties_Amendment_(2020)",1,
10/28/2020,prop 19 how to vote,19,how to vote,prop 19 how to vote.html,general,California Proposition 19: Property tax break for older ...,"Proposition 19 would allow homeowners 55 or older to carry their property tax break ... In the broader sense, you're voting on this because almost any change to ...",https://calmatters.org/election-2020-guide/proposition-19-property-tax-break/,2,
10/28/2020,prop 19 how to vote,19,how to vote,prop 19 how to vote.html,general,Your Guide To The Ballot Propositions In California's General ...,3 days ago — Proposition 17: Voting rights for felons on parole. Proposition 18: Allow some 17-year-olds to vote in primaries. Proposition 19: Property tax ...‎Proposition 18: Allow some ... · ‎Proposition 19: Property tax ...,https://laist.com/elections/2020/props/your-guide-to-the-california-ballot-propositions-in-the-november-2020-election.php,3,
10/28/2020,prop 19 how to vote,19,how to vote,prop 19 how to vote.html,general,Prop 19 (listed in Progressive Voters Guide),"Oct 20, 2020 — Vote NO on Proposition 19 to maintain property tax savings for all and avoid increasing housing inequity. · Why voting NO on Prop 19 matters · Top ...",https://progressivevotersguide.com/california/2020/general/proposition-19?language_content_entity=en,4,
10/28/2020,prop 19 how to vote,19,how to vote,prop 19 how to vote.html,general,Ballot propositions in plain language: Prop 19 | KMPH,6 days ago — That's why we decided to dig a little and let you know what your vote really means if you vote “yes” or “no”.. Proposition 19 is likely the most ...,https://kmph.com/news/election/ballot-propositions-in-plain-language-prop-19,5,
10/28/2020,prop 19 how to vote,19,how to vote,prop 19 how to vote.html,general,NO on Proposition 19 - Howard Jarvis Taxpayers Association,Proposition 19 is a tax increase. That's why the Howard. Jarvis Taxpayers Association opposes it and urges you to vote NO on Proposition 19. Proposition 19 ...,https://www.hjta.org/wp-content/uploads/2020/07/HJTA-FLYER_NO-ON-PROPOSITION-19_November2020.pdf,6,
10/28/2020,prop 19 how to vote,19,how to vote,prop 19 how to vote.html,general,Prop 19: Changes in Property Tax Rules | CAVotes.org,"Share: · Prop 19 expands Prop. · It closes tax loopholes on inherited properties not used as primary residences, directing increased tax revenue to fire protection, ...",https://cavotes.org/vote/elections/ballot-measures/prop-19-changes-property-tax-rules,7,
10/28/2020,prop 19 how to vote,19,how to vote,prop 19 how to vote.html,general,"Prop 19, pros and cons: CA's property tax break proposition ...","Oct 14, 2020 — What does a NO vote on Prop 19 mean? A no vote keeps the law as it is. Related Articles. CA Prop 18: Voting for 17- ...",https://www.abc10.com/article/news/politics/elections/prop-19-2020-election/103-9c845c00-99b9-4723-9aac-04e29e5097f6,8,
10/28/2020,prop 19 yes or no,19,yes or no,prop 19 yes or no.html,general,Proposition 19 | Official Voter Information Guide | California ...,YES A YES vote on this measure means: All homeowners who are over 55 (or who meet other qualifications) would be eligible for property tax savings when ... CON Proposition 19 is a billion-dollar tax increase on families. ... VOTE NO ON 19.‎Arguments and Rebuttals · ‎Proposition 20 · ‎Analysis · ‎Official Title and Summary,https://voterguide.sos.ca.gov/propositions/19/,0,
10/28/2020,prop 19 yes or no,19,yes or no,prop 19 yes or no.html,general,"California Proposition 19, Property Tax Transfers, Exemptions ...","California Proposition 19, the Property Tax Transfers, Exemptions, and Revenue for ... increase the number of times that persons over 55 years old or with severe ... A ""no"" vote opposes this constitutional amendment, therefore continuing to:.‎Overview · ‎Text of measure · ‎Support · ‎Opposition","https://ballotpedia.org/California_Proposition_19,_Property_Tax_Transfers,_Exemptions,_and_Revenue_for_Wildfire_Agencies_and_Counties_Amendment_(2020)",1,
10/28/2020,prop 19 yes or no,19,yes or no,prop 19 yes or no.html,general,Ballot propositions in plain language: Prop 19 | KMPH,"6 days ago — The bottom line is if you vote “yes” you're approving new taxes on some property transactions, and if you vote “no” you're saying you don't ...",https://kmph.com/news/election/ballot-propositions-in-plain-language-prop-19,2,
